postCode,city
5451,Tenneck
5082,Grödig
5061,Elsbethen
5151,Nußdorf am Haunsberg
5203,Köstendorf bei Salzburg
5511,Hüttau
5090,Lofer
5722,Niedernsill
5632,Dorfgastein
5570,Mauterndorf
5672,Fusch an der Großglocknerstraße
5524,Annaberg-Lungötz
5603,Kleinarl
5751,Maishofen
5201,Seekirchen am Wallersee
5620,Schwarzach
5450,Werfen
5321,Koppl
5302,Henndorf am Wallersee
5421,Adnet
5451,Werfen
5752,Viehhofen
5452,Pfarrwerfen
5573,Weißpriach
5424,Bad Vigaun
5113,Obereching
5741,Neukirchen am Großvenediger
2355,Wiener Neudorf
8230,Hartberg
1130,Wien
4812,Pinsdorf/Gmunden
5620,Schwarzach im Pongau
8402,Werndorf
6380,St. Johann
3002,Purkersdorf
2123,Wolfpassing
6332,Kufstein
3161,St. Veit/Gölsen
2096,Zissersdorf bei Geras
6533,Fiss
6100,Seefeld
6384,Waidring
6091,Götzens
3106,St. Pölten
8075,Hart bei Graz
8282,Loipersdorf
8724,Spielberg
8813,St. Lambrecht
3843,Dobersberg
9754,Steinfeld/Drau
2041,Grund
9871,Seeboden
2442,Unterwaltersdorf
8863,Stadl-Predlitz
4720,Neumarkt-Kallham
6311,Oberau
5282,Ranshofen
2351,Wr. Neudorf
3483,Feuersbrunn
5202,Neumarkt am Wallersee
3040,Neulengbach
6553,See im Paznauntal
4082,Aschach
8762,Unterzeiring
03185,Peitz
2620,Neunkirchen-Ternitz
6345,Kössen am Walchsee
2231,Strasshof
1050,Wien
8854,Krakau
6380,St. Johann in Tirol
8712,Niklasdorf
2542,Leobersdorf
6371,Aurach bei Kitzbühel
2534,Alland
2641,Schottwien
2620,Ternitz
3441,Pixendorf
2331,Vösendorf
8191,Birkfeld
8820,Neumarkt in der Steiermark
9300,St. Veit
9961,Hopfgarten in Defereggen
6365,Kirchberg
6870,6870
2491,Eggendorf
17268,Templin
1300,Wien-Flughafen Schwechat
3373,Bergland
6414,Wildermieming
94036,Passau
6543,Nauders
6176,Völs
5582,St. Michael
6542,Pfunds
5073,Wals-Himmelreich
9125,Kühnsdorf
5602,Wagrain
3184,Türnitz
4061,Pasching
2464,Göttlesbrunn-Arbesthal
5500,Salzburg
8480,Mureck
84544,Aschau am Inn
94032,Passau
4501,Neuhofen an der Krems
8272,Sebersdorf
5582,Sankt Michael im Lungau
6830,Rankweil
8042,Graz
2734,Puchberg
7143,Apetlon
4863,Seewalchen
5073,Salzburg/Wals
8143,Unterpremstätten
3300,Amstetten-Greinsfurth
6123,Terfens-Weer
2432,Münchendorf
4040,Linz-Urfahr
16259,Bad Freienwalde (Oder)
8431,Gralla/Leibnitz
2115,Ernstbrunn
6633,Biberwier
9990,Nußdorf-Debant
4300,St.Valentin
3493,Hadersdorf am Kamp
8200,Hofstätten an der Raab / Gleisdorf
3034,Maria Anzbach
5733,Bramberg am Wildkogel
8121,Deutschfeistritz
3470,Kirchberg am Wagram
3107,St. Pölten
4774,St. Marienkirchen bei Schärding
8200,Hofstätten an der Raab
5081,Niederalm
6574,Pettneu am Arlberg
2294,Marchegg
3442,Tulln
6993,Mittelberg im Kleinwalsertal
6026,Innsbruck
5091,Unken
6290, Mayrhofen
5743,Krimml
8463 ,Leutschach an der Weinstraße
2603,Felixdorf
2512,Oeynhausen
2281,Raasdorf
3610,Wösendorf
2514,Oeynhausen
4501,Neuhofen
2753,Oberpiesting
3031,Rekawinkel
2482,Münchendorf
5201,Seekirchen
5412,Puch
5442,Gseng
5350,Abersee
5202,Neumarkt
5721,Piesendorf
5092,St. Martin
5532,Filzmoos
5110,Oberndorf
5071,Wals
5524,Annaberg
5651,St. Veit im Pongau
5322,Hof
5026,Salzburg
5600,St. Johann
Saalfelden,5760
5102,Anthering
5754,Hinterglemm
5505,Mühlbach
3425,Langenlebarn
9974,Prägraten
6135,Stans
9900,Lienz
6336,Langkampfen
6342,Niederndorf
6165,Telfes
6365,Kirchberg in Tirol
6212,Eben am Achensee
9981,Kals a. Großglockner
6241,Radfeld
6382,Kirchdorf
6456,Gurgl
6553,See
9919,Heinfels
6444,Imst
6432,Sautens
6263,Alpbach
6213,Eben am Achensee
9971,Matrei im Osttirol
6252,Breitenbach am Inn
6373,Jochberg
6531,Ried im Oberinntal
9932,Innervillgraten
6425,Haiming
6311,Wildschönau
6456,Sölden
6480,Imst
6200,Stans
9991,Dölsach
6114,Weer
6353,Going
9972,Virgen
6273,Ried im Zillertal
6292,Finkenberg
6383,Erpfendorf
6143,Pfons
6150,Steinach
6235,Reith im alpbachtal
6183,Kühtai
6747,Jerzens
6134,Vomperbach
6320,Angerberg
6395,Hochfilzen
1070,Wien
1300,Schwechat
2322,Zwölfaxing
1180,Wien
1170,Wien
1080,Wien
1060,Wien
2384,Breitenfurt bei Wien
2332,Hennersdorf
2201,Gerasdorf bei Wien
2504,Sooß
2521,Trumau
3003,Gablitz
2551,Enzesfeld-Lindabrunn
2372,Gießhübl
2440,Reisenberg
2352,Gumpoldskirchen
2512,Tribuswinkel
6900,Bregenz
6473,Wenns
6382,Kirchdorf in Tirol
6858,Schwarzach
6923,Lauterach
6706,Bürs
5071,Wals-Himmelreich
6820,Gurtis
6136,Pill
6884,Damüls
8461,Ratsch an der Weinstraße
6812,Meiningen
6708,Brand
6721,Thüringerberg
9963,St. Jakob in Defereggen
6794,Partenen
6764,Lech
6791,Gargellen
6837,Weiler
6707,Bürserberg
6182,Gries im Sellrain
6890,Lustenau
6844,Altach
6800,Feldkirch-Tisis
6811,Göfis
6833,Klaus
6841,Mäder
6774,Tschagguns
6882,Schnepfau
6722,St. Gerold
6787,Gargellen
6712,Thüringen
8982,Bad Mitterndorf
5672,Fusch
6888,Schröcken
6832,Sulz
6866,Andelsbuch
6922,Wolfurt
6912,Hörbranz
6972,Fußach
6911,Lochau
4574,Vorderstoder
6863,Egg
6914,Hohenweiler
6762,Stuben am Arlberg
6951,Lingenau
6723,Blons
4802,Ebensee
6941,Langenegg
6835,Muntlix-Zwischenwasser
6731,Sonntag
6952,Hittisau
6840,Götzis
6364,Brixen im Thale
6942,Langenegg
9962,Sankt Veit in Defereggen
6921,Kennelbach
6883,Au
6932,Langen
6874,Bizau
4451,St.Ulrich bei Steyr
9122,St. Kanzian
6524,Kaunertal
6751,Innerbraz
6780,Silbertal
6870,Bezau
6886,Schoppernau
6773,Vandans
4865,Nußdorf am Attersee
6911,Eichenberg
5700,Maishofen
5161,Elixhausen
6762,Klösterle
8741,Weißkirchen
6782,Silbertal
5131,Franking
6733,Fontanella
6943,Riefensberg
6719,Bludesch
6741,Raggal
6952,Sibratsgfäll
6834,Übersaxen
6867,Schwarzenberg
6763,Lech
6934,Sulzberg
6456,Obergurgl
6713,Ludesch
6842,Koblach
6751,Braz
6933,Doren
9872,Millstatt
6754,Langen am Arlberg
6942,Krumbach
6458,Vent
6822,Satteins
5442,Russbach
6960,Wolfurt
6555,Kappl
6934,Sulzberg-Thal
6767,Warth
6215,Achenkirchen
5164,Seeham
6822,Schnifis
6805,Feldkirch-Gisingen
6752,Dalaas
4822,St. Agatha
4600,Thalheim bei Wels
4650,Lambach
483,Obertraun
4600,Schleißheim
8794,Vordernberg
9781,Oberdrauburg
